guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:225620,Tadarida brasiliensis,California,Placer County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",unknown,38.8743075,-121.1311755,1
MVZ:Mamm:103806,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103808,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103821,Myotis yumanensis,California,Placer County,"skin, study; skull",male,39.0865763,-120.1602526,0
MVZ:Mamm:103789,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103778,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103835,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103829,Myotis yumanensis,California,Placer County,"skin, study; skull",male,39.0865763,-120.1602526,0
MVZ:Mamm:103802,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:238663,Eptesicus fuscus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.9498723,-117.4141973,1
MVZ:Mamm:238625,Corynorhinus townsendii,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.7195738,-116.3729265,1
MVZ:Mamm:71738,Myotis yumanensis,California,Mendocino County,skull,unknown,39.065654,-123.439545,0
MVZ:Mamm:71740,Myotis yumanensis,California,Mendocino County,skull,female,39.065654,-123.439545,0
MVZ:Mamm:20815,Lasiurus cinereus,California,Sonoma County,"skin, study; skull",male,38.50417,-123.01256,0
MVZ:Mamm:174746,Corynorhinus townsendii,California,Colusa County,whole organism (ethanol),male,39.0387891,-122.4196567,0
MVZ:Mamm:141822,Lasiurus cinereus,California,Alameda County,"carcass (ethanol); embryo (cleared; ethanol; stained); skin, study; skull",female,37.871928,-122.2574231,0
MVZ:Mamm:186346,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:71259,Myotis lucifugus,California,Shasta County,"skin, study; skull",male,40.7358275,-121.835464,0
MVZ:Mamm:105709,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.03749,-116.257,0
MVZ:Mamm:182446,Myotis lucifugus,California,Plumas County,skeleton; skull,male,40.217106,-121.168888,0
MVZ:Mamm:105689,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,34.03749,-116.257,0
MVZ:Mamm:105710,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.03749,-116.257,0
MVZ:Mamm:174695,Myotis californicus,California,Colusa County,whole organism (ethanol),male,39.0149205,-122.1454413,0
MVZ:Mamm:184786,Lasiurus cinereus,California,Alameda County,embryo (cleared; stained),unknown,37.871928,-122.2574231,0
MVZ:Mamm:186372,Myotis ciliolabrum,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:216849,Lasiurus frantzii,California,San Bernardino County,skeleton (postcranial); skull,female,34.9048216,-116.8244625,0
MVZ:Mamm:225532,Myotis yumanensis,California,Tulare County,"whole organism (ethanol, 70%; formalin-fixed)",male,36.546904,-119.395034,0
MVZ:Mamm:182461,Myotis thysanodes,California,San Mateo County,skeleton; skull,male,37.484841,-122.227132,0
MVZ:Mamm:106112,Antrozous pallidus,California,Trinity County,"skin, study; skull",female,40.6990851,-122.8493725,0
MVZ:Mamm:88562,Myotis californicus,California,Napa County,"skin, study; skull",female,38.2500657,-122.3616331,0
MVZ:Mamm:88564,Antrozous pallidus,California,Napa County,"skin, study; skull",female,38.2500657,-122.3616331,0
MVZ:Mamm:88561,Myotis californicus,California,Napa County,"skin, study; skull",male,38.2500657,-122.3616331,0
MVZ:Mamm:225619,Tadarida brasiliensis,California,Placer County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,38.874051,-121.297568,1
MVZ:Mamm:105971,Myotis yumanensis,California,San Diego County,"skin, study; skull",female,33.274572,-116.642077,0
MVZ:Mamm:126110,Lasionycteris noctivagans,California,Sierra County,"skin, study; skull",male,39.6683117,-120.4992936,0
MVZ:Mamm:71689,Tadarida brasiliensis,California,Yolo County,"skin, study; skull",male,38.5487138,-121.7250593,0
MVZ:Mamm:66535,Tadarida brasiliensis,California,Tehama County,whole organism (ethanol),unknown,40.3188206,-121.9607921,0
MVZ:Mamm:149153,Eumops perotis,California,Los Angeles County,whole organism (ethanol),male,34.0893465,-117.886062,0
MVZ:Mamm:103233,Tadarida brasiliensis,California,Kern County,"skin, study; skull",male,35.0260994,-118.74526,0
MVZ:Mamm:24193,Myotis californicus,California,El Dorado County,"skin, study; skull",male,38.7505245,-120.6217628,0
MVZ:Mamm:114541,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",male,36.757979,-121.501667,0
MVZ:Mamm:114542,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",female,36.757979,-121.501667,0
MVZ:Mamm:183562,Antrozous pallidus,California,Alameda County,"skin, study; skull",male,37.6160772,-121.6931388,0
MVZ:Mamm:238677,Eptesicus fuscus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,34.841438,-116.046625,1
MVZ:Mamm:225464,Myotis ciliolabrum,California,San Bernardino County,"whole organism (ethanol, 70%; formalin-fixed)",male,34.257179,-117.192067,0
MVZ:Mamm:18492,Myotis californicus,California,Contra Costa County,"skin, study; skull",unknown,37.8785684,-122.0866552,0
MVZ:Mamm:58860,Myotis californicus,California,Trinity County,"skin, study; skull",male,40.2454766,-123.3148591,0
MVZ:Mamm:24316,Tadarida brasiliensis,California,El Dorado County,whole organism (ethanol),female,38.9072,-121.0151,0
MVZ:Mamm:24187,Myotis yumanensis,California,El Dorado County,"skin, study; skull",female,38.7505245,-120.6217628,0
MVZ:Mamm:107378,Eptesicus fuscus,California,Alpine County,"skin, study; skull",female,38.695891,-119.780539,0
MVZ:Mamm:103800,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103792,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:152950,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:103853,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103811,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103785,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103783,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103790,Myotis yumanensis,California,Placer County,"skin, study; skull",male,39.0865763,-120.1602526,0
MVZ:Mamm:152905,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152952,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152943,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152953,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152958,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152951,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152902,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152910,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152956,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:107954,Eptesicus fuscus,California,Monterey County,"skin, study; skull",male,36.168243,-120.664946,0
MVZ:Mamm:103803,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:103773,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.0865763,-120.1602526,0
MVZ:Mamm:105958,Myotis yumanensis,California,San Diego County,"skin, study; skull",male,32.839765,-116.974191,0
MVZ:Mamm:34672,Eptesicus fuscus,California,Tehama County,whole organism (ethanol),unknown,40.3146,-122.0695,0
MVZ:Mamm:34671,Eptesicus fuscus,California,Tehama County,whole organism (cleared; stained),unknown,40.3146,-122.0695,0
MVZ:Mamm:107953,Eptesicus fuscus,California,Monterey County,"skin, study; skull",female,36.168243,-120.664946,0
MVZ:Mamm:107890,Myotis evotis,California,Monterey County,"skin, study; skull",male,36.168243,-120.664946,0
MVZ:Mamm:103870,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",female,37.0947514,-122.2768406,0
MVZ:Mamm:239083,Myotis yumanensis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.03361,-117.04222,1
MVZ:Mamm:13804,Myotis lucifugus,California,Siskiyou County,"skin, study; skull",female,41.2275573,-122.3820589,0
MVZ:Mamm:114539,Corynorhinus townsendii,California,El Dorado County,"skin, study; skull",female,38.91051,-121.01843,0
MVZ:Mamm:189921,Antrozous pallidus,California,Tulare County,"skin, study; skull",female,36.027039,-118.914661,0
MVZ:Mamm:189922,Antrozous pallidus,California,Tulare County,"skin, study; skull",female,36.027039,-118.914661,0
MVZ:Mamm:71724,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",female,34.162245,-117.998469,0
MVZ:Mamm:238849,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,34.841438,-116.046625,1
MVZ:Mamm:112595,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,32.227135,-115.994355,0
MVZ:Mamm:63448,Tadarida brasiliensis,California,Alameda County,skeleton; skull,male,37.8697904,-122.2715302,0
MVZ:Mamm:34478,Eptesicus fuscus,California,Tehama County,"skin, study; skull",female,40.3146,-122.0695,0
MVZ:Mamm:122532,Lasiurus cinereus,California,Mendocino County,"skin, study; skull",male,38.97315,-123.18951,0
MVZ:Mamm:113031,Myotis evotis,California,Humboldt County,"skin, study; skull",male,41.1535776,-123.8807184,0
MVZ:Mamm:102739,Eumops perotis,California,San Benito County,"skin, study; skull",male,36.5624426,-120.70313,0
MVZ:Mamm:102051,Corynorhinus townsendii,California,San Benito County,"skin, study; skull",male,36.6153671,-120.899898,0
MVZ:Mamm:182418,Lasiurus cinereus,California,San Mateo County,skeleton; skull,male,37.568946,-122.37665,0
MVZ:Mamm:81324,Myotis evotis,California,Santa Barbara County,"skin, study; skull",male,34.3956912,-119.5134646,0
MVZ:Mamm:114535,Myotis ciliolabrum,California,Shasta County,"skin, study; skull",female,40.6845368,-121.4161585,0
MVZ:Mamm:71604,Lasiurus frantzii,California,Alameda County,"skin, study; skull",male,37.63343,-122.09523,0
MVZ:Mamm:225665,Lasiurus cinereus,California,Contra Costa County,"skeleton; skin, study; skull; tissue (frozen)",female,38.000251,-121.86006,1
MVZ:Mamm:71292,Myotis yumanensis,California,Lake County,"skin, study; skull",female,,,0
MVZ:Mamm:123599,Lasionycteris noctivagans,California,Butte County,skeleton; whole organism (ethanol),unknown,39.8218818,-121.5881295,0
MVZ:Mamm:71308,Myotis yumanensis,California,Yolo County,"skin, study",male,38.5487138,-121.7250593,0
MVZ:Mamm:151047,Myotis yumanensis,California,Sonoma County,whole organism (ethanol),female,38.77737,-122.97153,0
MVZ:Mamm:151048,Myotis yumanensis,California,Sonoma County,whole organism (ethanol),male,38.77737,-122.97153,0
MVZ:Mamm:151043,Myotis yumanensis,California,Sonoma County,skeleton; skull,male,38.77737,-122.97153,0
MVZ:Mamm:238971,Myotis evotis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.841438,-116.046625,1
MVZ:Mamm:71582,Lasiurus cinereus,California,Marin County,"skin, study; skull",female,38.0616762,-122.6973575,0
MVZ:Mamm:110831,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",female,23.441667,-110.2233333,0
MVZ:Mamm:109829,Corynorhinus townsendii,California,Santa Barbara County,"skin, study; skull",female,34.0195873,-119.6859402,0
MVZ:Mamm:110840,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",female,23.441667,-110.2233333,0
MVZ:Mamm:110837,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",female,23.441667,-110.2233333,0
MVZ:Mamm:20778,Lasiurus cinereus,California,Alameda County,"skeleton; skin, study; skull",male,37.871928,-122.2574231,0
MVZ:Mamm:71597,Lasiurus frantzii,California,Yolo County,"skin, study; skull",female,38.5489864,-121.7448173,0
MVZ:Mamm:112491,Lasiurus cinereus,California,Ventura County,"skin, study; skull",male,34.4027994,-118.9136541,0
MVZ:Mamm:182463,Myotis yumanensis,California,Butte County,skeleton; skull,male,39.7285,-121.8373333,0
MVZ:Mamm:110621,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",male,27.338889,-112.2669444,0
MVZ:Mamm:110549,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",female,27.338889,-112.2669444,0
MVZ:Mamm:108051,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.686913,-121.659877,0
MVZ:Mamm:71378,Myotis californicus,California,Alameda County,"skin, study; skull",male,37.7881476,-122.2125245,0
MVZ:Mamm:121618,Macrotus californicus,California,Riverside County,skeleton; skull,male,34.0365566,-114.5056561,0
MVZ:Mamm:16319,Eptesicus fuscus,California,Tulare County,"skin, study; skull",male,35.830658,-118.29175,0
MVZ:Mamm:109528,Myotis californicus,California,San Luis Obispo County,"skin, study; skull",male,35.4464832,-120.2887243,0
MVZ:Mamm:71720,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",female,34.062638,-118.064378,0
MVZ:Mamm:90437,Myotis evotis,California,Napa County,"skin, study; skull",female,38.2500657,-122.3616331,0
MVZ:Mamm:71721,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",female,34.062638,-118.064378,0
MVZ:Mamm:182393,Lasiurus frantzii,California,Sacramento County,skeleton; skull,male,38.57644,-121.46185,0
MVZ:Mamm:16689,Myotis californicus,California,Kern County,"skin, study; skull",unknown,35.32,-117.94,0
MVZ:Mamm:121615,Macrotus californicus,California,Riverside County,skeleton; skull,female,34.0365566,-114.5056561,0
MVZ:Mamm:121617,Macrotus californicus,California,Riverside County,skeleton; skull,male,34.0365566,-114.5056561,0
MVZ:Mamm:5187,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.17167,-116.82944,0
MVZ:Mamm:186308,Lasiurus xanthinus,California,Riverside County,whole organism (ethanol),male,33.9492883,-117.4071573,0
MVZ:Mamm:106317,Lasiurus cinereus,California,Solano County,whole organism (ethanol),male,38.238,-122.039,0
MVZ:Mamm:181935,Lasiurus xanthinus,California,San Bernardino County,skeleton; skull,female,34.1404,-117.2837,0
MVZ:Mamm:238804,Myotis californicus,California,El Dorado County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.7969083,-120.5117797,1
MVZ:Mamm:112761,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112599,Myotis ciliolabrum,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:90440,Lasiurus frantzii,California,Napa County,"skin, study; skull",male,38.2500657,-122.3616331,0
MVZ:Mamm:49470,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,26.0625,-111.8125,0
MVZ:Mamm:112729,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112737,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112747,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112738,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:182383,Lasionycteris noctivagans,California,Shasta County,whole organism (ethanol),male,,,0
MVZ:Mamm:103458,Myotis californicus,California,Contra Costa County,"skin, study; skull",male,37.823928,-122.158028,0
MVZ:Mamm:14689,Tadarida brasiliensis,California,Merced County,whole organism (ethanol),male,37.060514,-120.84778,0
MVZ:Mamm:14690,Tadarida brasiliensis,California,Merced County,whole organism (ethanol),male,37.060514,-120.84778,0
MVZ:Mamm:112735,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:105344,Myotis lucifugus,California,Mono County,"skin, study; skull",male,38.211724,-119.01162,0
MVZ:Mamm:107897,Myotis lucifugus,California,Monterey County,"skin, study; skull",female,36.73889,-121.70821,0
MVZ:Mamm:107895,Myotis lucifugus,California,Monterey County,"skin, study; skull",female,36.73889,-121.70821,0
MVZ:Mamm:7344,Antrozous pallidus,California,San Diego County,"skin, study; skull",male,32.97,-116.36,0
MVZ:Mamm:228976,Myotis californicus,California,Contra Costa County,skeleton; skull; tissue (frozen),male ?,37.886185,-122.084307,1
MVZ:Mamm:184851,Corynorhinus townsendii,California,San Diego County,,unknown,32.97,-116.36,0
MVZ:Mamm:110655,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",female,23.140278,-109.6941667,0
MVZ:Mamm:71358,Myotis evotis,California,Mariposa County,"skin, study",unknown,37.736686,-119.598212,0
MVZ:Mamm:7346,Antrozous pallidus,California,San Diego County,"skin, study; skull",male,32.97,-116.36,0
MVZ:Mamm:238742,Lasionycteris noctivagans,California,El Dorado County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,38.729625,-120.798546,1
MVZ:Mamm:183487,Eumops perotis,California,Los Angeles County,"skin, study; skull",female,34.13,-117.9,0
MVZ:Mamm:103167,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:239281,Tadarida brasiliensis,California,Yolo County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,38.693077,-121.90986,1
MVZ:Mamm:18915,Tadarida brasiliensis,California,Contra Costa County,whole organism (ethanol),male,37.9733762,-121.994205,0
MVZ:Mamm:18918,Tadarida brasiliensis,California,Contra Costa County,whole organism (ethanol),male,37.9733762,-121.994205,0
MVZ:Mamm:103642,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:5145,Eptesicus fuscus,California,Los Angeles County,"skin, study; skull",female,34.101072,-118.197515,0
MVZ:Mamm:103636,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:103645,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:103648,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:103647,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:103646,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:103639,Myotis yumanensis,California,Colusa County,"skin, study; skull",female,38.9327881,-122.3323427,0
MVZ:Mamm:24318,Tadarida brasiliensis,California,El Dorado County,whole organism (ethanol),female,38.9072,-121.0151,0
MVZ:Mamm:114538,Corynorhinus townsendii,California,El Dorado County,"skin, study; skull",male,38.91051,-121.01843,0
MVZ:Mamm:31755,Myotis californicus,California,Mariposa County,"skin, study; skull",female,37.75634,-120.11166,0
MVZ:Mamm:7340,Antrozous pallidus,California,San Diego County,"skin, study; skull",female,32.97,-116.36,0
MVZ:Mamm:225642,Tadarida brasiliensis,California,San Joaquin County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.73835,-121.531494,1
MVZ:Mamm:103869,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",female,37.0947514,-122.2768406,0
MVZ:Mamm:152906,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152913,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152904,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152914,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152899,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152941,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152909,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152911,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152900,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152940,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152939,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152957,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152907,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:11855,Myotis californicus,California,Humboldt County,whole organism (ethanol),unknown,40.7851,-124.149,0
MVZ:Mamm:96911,Myotis thysanodes,California,Napa County,"skin, study; skull",female,38.5660316,-122.4582345,0
MVZ:Mamm:96910,Myotis thysanodes,California,Napa County,"skin, study; skull",female,38.5660316,-122.4582345,0
MVZ:Mamm:6686,Eptesicus fuscus,California,Los Angeles County,"skin, study; skull",male,34.101072,-118.197515,0
MVZ:Mamm:181887,Lasiurus xanthinus,California,Riverside County,whole organism (ethanol),male,33.7463275,-116.9666776,0
MVZ:Mamm:107888,Myotis evotis,California,Monterey County,"skin, study; skull",male,36.168243,-120.664946,0
MVZ:Mamm:110855,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",male,23.803333,-110.1063889,0
MVZ:Mamm:105980,Eptesicus fuscus,California,San Diego County,"skin, study; skull",female,32.642775,-116.469138,0
MVZ:Mamm:24291,Myotis californicus,California,El Dorado County,whole organism (ethanol),female,38.7505245,-120.6217628,0
MVZ:Mamm:24194,Myotis californicus,California,El Dorado County,"skin, study; skull",male,38.7505245,-120.6217628,0
MVZ:Mamm:24223,Eptesicus fuscus,California,El Dorado County,"skin, study; skull; whole organism (ethanol)",male,38.7505245,-120.6217628,0
MVZ:Mamm:24224,Eptesicus fuscus,California,El Dorado County,"skin, study; skull",female,38.7505245,-120.6217628,0
MVZ:Mamm:108052,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.4649,-121.304,0
MVZ:Mamm:18501,Tadarida brasiliensis,California,Sutter County,"skin, study; skull",female,39.1916666667,-121.7871666667,0
MVZ:Mamm:225453,Myotis californicus,California,Santa Cruz County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.021606,-122.009787,1
MVZ:Mamm:182425,Lasiurus cinereus,California,San Mateo County,whole organism (ethanol),female,37.43621,-122.355663,0
MVZ:Mamm:225437,Myotis californicus,California,Mendocino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.7667231,-123.5275764,1
MVZ:Mamm:105944,Myotis ciliolabrum,California,San Diego County,"skin, study; skull",female,33.27457,-116.642077,0
MVZ:Mamm:225413,Myotis californicus,California,San Bernardino County,"whole organism (ethanol, 70%; formalin-fixed)",female,34.114271,-117.577008,0
MVZ:Mamm:238585,Lasiurus cinereus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.7766099,-116.4719257,1
MVZ:Mamm:113032,Myotis evotis,California,Humboldt County,"skin, study; skull",male,41.1535776,-123.8807184,0
MVZ:Mamm:18907,Tadarida brasiliensis,California,Contra Costa County,whole organism (ethanol),male,37.9733762,-121.994205,0
MVZ:Mamm:19008,Tadarida brasiliensis,California,Contra Costa County,skeleton; skull,male,37.9733762,-121.994205,0
MVZ:Mamm:112764,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112755,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112754,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:112723,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:109827,Corynorhinus townsendii,California,Santa Barbara County,"skin, study; skull",female,34.0195873,-119.6859402,0
MVZ:Mamm:186394,Lasiurus xanthinus,California,Riverside County,whole organism (ethanol),male,33.9492883,-117.4071573,0
MVZ:Mamm:113029,Myotis evotis,California,Humboldt County,"skin, study; skull",male,41.1535776,-123.8807184,0
MVZ:Mamm:239044,Myotis yumanensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.8991773,-117.204108,1
MVZ:Mamm:35406,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,30.8666666667,-115.7666666667,0
MVZ:Mamm:35930,Corynorhinus townsendii,Baja California,,whole organism (ethanol),female,30.8666666667,-115.7666666667,0
MVZ:Mamm:109826,Corynorhinus townsendii,California,Santa Barbara County,"skin, study; skull",female,34.0195873,-119.6859402,0
MVZ:Mamm:105955,Myotis yumanensis,California,San Diego County,"skin, study; skull",female,32.648918,-116.967145,0
MVZ:Mamm:109828,Corynorhinus townsendii,California,Santa Barbara County,"skin, study; skull",female,34.0195873,-119.6859402,0
MVZ:Mamm:35929,Corynorhinus townsendii,Baja California,,whole organism (ethanol),female,30.8666666667,-115.7666666667,0
MVZ:Mamm:35415,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.8666666667,-115.7666666667,0
MVZ:Mamm:225502,Myotis yumanensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.6048171,-122.5382391,1
MVZ:Mamm:105194,Myotis californicus,California,Madera County,"skin, study; skull",male,37.090636,-119.721443,0
MVZ:Mamm:102034,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.6991,-120.4708,0
MVZ:Mamm:102048,Lasiurus cinereus,California,Fresno County,"skin, study; skull",male,36.6991,-120.4708,0
MVZ:Mamm:102040,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.6991,-120.4708,0
MVZ:Mamm:102036,Lasiurus frantzii,California,Fresno County,"skin, study; skull",male,36.6991,-120.4708,0
MVZ:Mamm:102039,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.6991,-120.4708,0
MVZ:Mamm:152947,Myotis lucifugus,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:152954,Myotis yumanensis,California,Nevada County,"skin, study; skull",female,39.4008435,-120.1842267,0
MVZ:Mamm:102740,Eumops perotis,California,San Benito County,skull,unknown,36.5624426,-120.70313,0
MVZ:Mamm:108048,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.686913,-121.659877,0
MVZ:Mamm:181932,Lasiurus xanthinus,California,San Bernardino County,skeleton; skull,female,34.1404,-117.2837,0
MVZ:Mamm:24201,Myotis californicus,California,El Dorado County,"skin, study; skull",male,38.7505245,-120.6217628,0
