catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total length,tail length,hind foot with claw,ear,ear from notch,ear from crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,catalog checked? (or no catalog available),REVIEW NEEDED
130063,MVZ:Mamm:130063,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 636,14 Feb 1960,"skin, study; skull",male,144,70,18,14,,,,12.6,,5 mm -sv 3,5,,,,,,,,TA,16,Oct,2024,,
130064,MVZ:Mamm:130064,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 637,14 Feb 1960,"skin, study; skull",female,136,66,18,14,,,,10.5,,no embs uter 0.2 mm,,,0,,,,,,TA,16,Oct,2024,,
130065,MVZ:Mamm:130065,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 638,14 Feb 1960,"skin, study; skull",female,140,68,17,14,,,,11.1,,no embs uter 0.2 mm,,,0,,,,,,TA,16,Oct,2024,,
130066,MVZ:Mamm:130066,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 726,29 Apr 1960,"skin, study; skull",female,128,61,17,14,,,,8.4,,uter 0.5 mm,,,,,,,,,TA,16,Oct,2024,,
130067,MVZ:Mamm:130067,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 727,29 Apr 1960,"skin, study; skull",female,141,68,17,14,,,,13.6,,"2R, 0L 22 mm",,,2,0,2,22,,,TA,16,Oct,2024,,
130068,MVZ:Mamm:130068,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 728,29 Apr 1960,"skin, study; skull",male,[134],[61],18,15,,,,11,,5 mm - sv 7,5,,,,,,,tail tip gone,TA,16,Oct,2024,,
130069,MVZ:Mamm:130069,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 729,30 Apr 1960,"skin, study; skull",male,142,68,17,14,,,,12.2,,5 mm - sv 7,5,,,,,,,,TA,16,Oct,2024,,
130070,MVZ:Mamm:130070,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 730,30 Apr 1960,"skin, study; skull",female,140,68,18,15,,,,12.2,,no emb uter 0.5 mm,,,0,,,,,,TA,16,Oct,2024,,
130071,MVZ:Mamm:130071,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 731,30 Apr 1960,"skin, study; skull",female,144,70,16,14,,,,11,,no emb uter 1.0 mm,,,0,,,,,,TA,16,Oct,2024,,
130072,MVZ:Mamm:130072,Reithrodontomys raviventris raviventris,George F. Fisler,California,San Mateo County,0.2 mi SE San Mateo city limits between 0'Neill Slough and Bayshore Hwy.,George F. Fisler 732,30 Apr 1960,"skin, study; skull",male,146,72,18.5,16,,,,11.6,,5 mm - sv 5,5,,,,,,,,TA,16,Oct,2024,,
113406,MVZ:Mamm:113406,Reithrodontomys raviventris raviventris,Mary R. Koford,California,San Mateo County,1.5 mi N Redwood City,Mary R. Koford 830,16 Mar 1949,"skin, study; skull",male,137,67,17,15,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
475,MVZ:Mamm:475,Reithrodontomys raviventris raviventris,Chase Littlejohn,California,San Mateo County,from salt marsh near Redwood City,Chase Littlejohn 77,15 Jan 1908,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,,
10813,MVZ:Mamm:10813,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,San Mateo County,Redwood City,Joseph Scattergood Dixon 278,19 Dec 1908,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,,
10815,MVZ:Mamm:10815,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,San Mateo County,Redwood City,Joseph Scattergood Dixon 157,1 Feb 1907,"skin, study; skull",male,142,67,18,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
10816,MVZ:Mamm:10816,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,San Mateo County,Redwood City,Joseph Scattergood Dixon 158,1 Feb 1907,"skin, study; skull",female,126,61,17,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
10818,MVZ:Mamm:10818,Reithrodontomys raviventris raviventris,Chase Littlejohn,California,San Mateo County,Redwood City,,December,"skin, study; skull",female,130,65,16,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
130073,MVZ:Mamm:130073,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 639,14 Feb 1960,"skin, study; skull",male,152,76,18,15,,,,11.4,,4.5 mm - sv 3,4.5,,,,,,,,TA,16,Oct,2024,,
130074,MVZ:Mamm:130074,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 640,14 Feb 1960,"skin, study; skull",male,137,68,17.5,14,,,,8.1,,4.5 mm - sv 3,4.5,,,,,,,tail lost in preparation,TA,16,Oct,2024,,
130075,MVZ:Mamm:130075,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 707,28 Apr 1960,"skin, study; skull",female,146,69,18,15,,,,9.9,,uter 1.5 mm,,,,,,,,,TA,16,Oct,2024,,
130076,MVZ:Mamm:130076,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 708,28 Apr 1960,"skin, study; skull",female,140,70,19,16,,,,8.9,,uter 1.0 mm,,,,,,,,,TA,16,Oct,2024,,
130077,MVZ:Mamm:130077,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 709,28 Apr 1960,"skin, study; skull",female,135,62,18,14,,,,10.7,,uter 1.5 mm,,,,,,,,,TA,16,Oct,2024,,
130078,MVZ:Mamm:130078,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 710,28 Apr 1960,"skin, study; skull",male,[98],[24],19,15,,,,11.3,,6 mm + sv 12,6,,,,,,,,TA,16,Oct,2024,,
130079,MVZ:Mamm:130079,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 711,28 Apr 1960,"skin, study; skull",male,147,71,19,15,,,,11.2,,6 mm + sv 11,6,,,,,,,,TA,16,Oct,2024,,
130080,MVZ:Mamm:130080,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 712,28 Apr 1960,"skin, study; skull",male,146,71,19,15,,,,11.5,,6 mm + sv 10,6,,,,,,,,TA,16,Oct,2024,,
130081,MVZ:Mamm:130081,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 713,28 Apr 1960,"skin, study; skull",female,142,68,18,15,,,,10,,uter 1.5 mm,,,,,,,,,TA,16,Oct,2024,,
130082,MVZ:Mamm:130082,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 714,28 Apr 1960,"skin, study; skull",female,139,65,18,15,,,,8.5,,uter 1.0 mm,,,,,,,,,TA,16,Oct,2024,,
130083,MVZ:Mamm:130083,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 715,29 Apr 1960,"skin, study; skull",female,134,61,17,15,,,,10.1,,"1R, 1L 5 mm",,,2,1,1,5,,,TA,16,Oct,2024,,
130084,MVZ:Mamm:130084,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 716,29 Apr 1960,"skin, study; skull",male,147,75,17,15,,,,11.5,,5 mm - sv 4,5,,,,,,,,TA,16,Oct,2024,,
130085,MVZ:Mamm:130085,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 717,29 Apr 1960,"skin, study; skull",female,140,67,17,15,,,,10.8,,uter 1.0 mm,,,,,,,,,TA,16,Oct,2024,,
130086,MVZ:Mamm:130086,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 718,29 Apr 1960,"skin, study; skull",male,140,68,17,15,,,,11.5,,6 mm + sv 12,6,,,,,,,,TA,16,Oct,2024,,
130087,MVZ:Mamm:130087,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 719,29 Apr 1960,"skin, study; skull",male,142,69,18,15,,,,11.5,,5 mm - sv 8,5,,,,,,,,TA,16,Oct,2024,,
130088,MVZ:Mamm:130088,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 720,29 Apr 1960,"skin, study; skull",male,139,69,17.5,14,,,,9.8,,6 mm + sv 11,6,,,,,,,,TA,16,Oct,2024,,
130089,MVZ:Mamm:130089,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 721,29 Apr 1960,"skin, study; skull",female,[90],[21],17,15,,,,8,,uter 1.0 mm,,,,,,,,tail broken,TA,16,Oct,2024,,
130090,MVZ:Mamm:130090,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 722,29 Apr 1960,"skin, study; skull",male,140,68,17,15,,,,9.3,,6 mm + sv 10,6,,,,,,,,TA,16,Oct,2024,,
130091,MVZ:Mamm:130091,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 723,29 Apr 1960,"skin, study; skull",female,144,67,18,15,,,,11,,"2R, 0L 5 mm",,,2,0,2,5,,,TA,16,Oct,2024,,
130092,MVZ:Mamm:130092,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 724,29 Apr 1960,"skin, study; skull",male,137,67,17,14,,,,9,,7 mm + sv 12,7,,,,,,,,TA,16,Oct,2024,,
130093,MVZ:Mamm:130093,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 725,29 Apr 1960,"skin, study; skull",male,137,68,17,14,,,,9.3,,6 mm - sv 8,6,,,,,,,,TA,16,Oct,2024,,
130094,MVZ:Mamm:130094,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 733,30 Apr 1960,"skin, study; skull",female,155,79,18,15,,,,14.3,,"3R, 0L CR 8 mm",,,3,0,3,8,,,TA,16,Oct,2024,,
130095,MVZ:Mamm:130095,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 734,30 Apr 1960,"skin, study; skull",female,[86],[7],19,15,,,,12.4,,no emb uter 0.5 mm,,,0,,,,,tail missing,TA,16,Oct,2024,,
130096,MVZ:Mamm:130096,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 735,30 Apr 1960,"skin, study; skull",male,139,67,17,11,,,,11.4,,6 mm + sv 9,6,,,,,,,,TA,16,Oct,2024,,
130097,MVZ:Mamm:130097,Reithrodontomys raviventris raviventris,George F. Fisler,California,Santa Clara County,"Alviso, 0.5 mi W Artesian Slough, Los Esteros Rd.",George F. Fisler 736,30 Apr 1960,"skin, study; skull",male,138,68,17,14,,,,9.9,,5 mm - sv 8,5,,,,,,,,TA,16,Oct,2024,,
3527,MVZ:Mamm:3527,Reithrodontomys raviventris raviventris,J. Rowley,California,Santa Clara County,Palo Alto,J. Rowley 228,25 Jul 1908,"skin, study; skull",female,149,71,18,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
10812,MVZ:Mamm:10812,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,Santa Clara County,Palo Alto,Joseph Scattergood Dixon 154,18 Jan 1907,"skin, study; skull",male,139,68,17,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
10814,MVZ:Mamm:10814,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,Santa Clara County,Palo Alto,Joseph Scattergood Dixon 153,18 Jan 1907,"skin, study; skull",female,121,58,16,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
10817,MVZ:Mamm:10817,Reithrodontomys raviventris raviventris,Joseph Scattergood Dixon,California,Santa Clara County,Palo Alto,Joseph Scattergood Dixon 172,14 Mar 1907,"skin, study; skull",female,127,64,17,,,,,not recorded,,not recorded,,,,,,,,,TA,16,Oct,2024,,
198470,MVZ:Mamm:198470,Reithrodontomys raviventris raviventris,"James L. Patton, Eleanor K. Steinberg",California,Santa Clara County,"S side Coyote Creek, 0.75 mi W Hwy. 880, Milipitas",James L. Patton 16494,29 Sep 1995,"skin, study",male,148,72,18,15,,,,11,,scr t: 6 mm sv: 8 mm,6,,,,,,,,TA,16,Oct,2024,,
113525,MVZ:Mamm:113525,Reithrodontomys sumichrasti dorsalis,Carl B. Koford,Chiapas,,6 mi SE San Cristóbal de las Casas,Carl B. Koford 669,28 Mar 1950,"skin, study; skull",female,158,83,17,15,,,,11.5,g,no emb,,,0,,,,,,LW,18,Oct,2024,,
113526,MVZ:Mamm:113526,Reithrodontomys sumichrasti dorsalis,Carl B. Koford,Chiapas,,6 mi SE San Cristóbal de las Casas,Carl B. Koford 670,28 Mar 1950,"skin, study; skull",female,not recorded,68,18,15,,,,4.5,,no emb,,,0,,,,,,LW,18,Oct,2024,,
113527,MVZ:Mamm:113527,Reithrodontomys sumichrasti dorsalis,Carl B. Koford,Chiapas,,6 mi SE San Cristóbal de las Casas,Carl B. Koford 684,29 Mar 1950,"skin, study; skull",female,164,92,19,15,,,,12.2,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
113528,MVZ:Mamm:113528,Reithrodontomys sumichrasti dorsalis,Carl B. Koford,Chiapas,,6 mi SE San Cristóbal de las Casas,Carl B. Koford 691,30 Mar 1950,"skin, study; skull",male,156,84,19,15,,,,11,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
113529,MVZ:Mamm:113529,Reithrodontomys sumichrasti dorsalis,Carl B. Koford,Chiapas,,"San Jose, 28 mi ESE Comitán de Domínguez",Carl B. Koford 786,10 Apr 1950,"skin, study; skull",male,147,83,18,15,,,,10,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
113532,MVZ:Mamm:113532,Reithrodontomys sumichrasti luteolus,Carl B. Koford,Guerrero,,3 mi W Omiltemi,Carl B. Koford 896,1 May 1950,"skin, study; skull",female,not recorded,70,18,16,,,,9.6,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100312,MVZ:Mamm:100312,Reithrodontomys sumichrasti nerterus,Hubert H. Hall,Michoacan,,2 mi W Patzcuaro,Hubert H. Hall 102,7 Mar 1943,"skin, study; skull",male,181,103,20,17,,,,14.2,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100313,MVZ:Mamm:100313,Reithrodontomys sumichrasti nerterus,W. J. Hall,Michoacan,,3.4 mi S Patzcuaro,W. J. Hall 63,10 Mar 1943,"skin, study; skull",male,156,92,19,19,,,,11.4,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100314,MVZ:Mamm:100314,Reithrodontomys sumichrasti nerterus,W. J. Hall,Michoacan,,3.4 mi S Patzcuaro,W. J. Hall 64,10 Mar 1943,"skin, study; skull",male,156,86,20,18,,,,11.4,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100315,MVZ:Mamm:100315,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,3.5 mi S Patzcuaro,J. Raymond Alcorn 3882,9 Mar 1943,"skin, study; skull",male,176,100,20,18,,,,11.9,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100316,MVZ:Mamm:100316,Reithrodontomys sumichrasti nerterus,E. Raymond Hall,Michoacan,,3.5 mi S Patzcuaro,E. Raymond Hall 5891,10 Mar 1943,"skin, study; skull",female,177,94,20,17,,,,10.8,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100317,MVZ:Mamm:100317,Reithrodontomys sumichrasti nerterus,E. Raymond Hall,Michoacan,,3.5 mi S Patzcuaro,E. Raymond Hall 5929,13 Mar 1943,"skin, study; skull",male,170,86,20,16,,,,11.1,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100318,MVZ:Mamm:100318,Reithrodontomys sumichrasti nerterus,E. Raymond Hall,Michoacan,,3.5 mi S Patzcuaro,E. Raymond Hall 5931,13 Mar 1943,"skin, study; skull",female,170,95,20,15,,,,9.8,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
109392,MVZ:Mamm:109392,Reithrodontomys sumichrasti nerterus,James B. Bowers,Michoacan,,30 mi E Morelia,James B. Bowers 78,25 Mar 1948,"skin, study; skull",male,176,107,20,17,,,,13,g,ad.,,,,,,,,,LW,18,Oct,2024,,
109393,MVZ:Mamm:109393,Reithrodontomys sumichrasti nerterus,James B. Bowers,Michoacan,,30 mi E Morelia,James B. Bowers 79,25 Mar 1948,"skin, study; skull",male,175,104,19,17,,,,10.4,g,ad.,,,,,,,,,LW,18,Oct,2024,,
109394,MVZ:Mamm:109394,Reithrodontomys sumichrasti nerterus,James B. Bowers,Michoacan,,30 mi E Morelia,James B. Bowers 83,26 Mar 1948,"skin, study; skull",female,169,100,17,16,,,,14.8,g,4 emb,,,4,,,,,,LW,18,Oct,2024,,
100320,MVZ:Mamm:100320,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,4 mi S Patzcuaro,J. Raymond Alcorn 3937,13 Mar 1943,"skin, study; skull",male,150,80,21,16,,,,9,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100269,MVZ:Mamm:100269,Reithrodontomys sumichrasti nerterus,Hubert H. Hall,Michoacan,,5 mi S Patzcuaro,Hubert H. Hall 121,12 Mar 1943,"skin, study; skull",female,169,98,19,16,,,,9.5,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100321,MVZ:Mamm:100321,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,9 mi SE Patzcuaro,J. Raymond Alcorn 3917,11 Mar 1943,"skin, study; skull",male,168,94,21,16,,,,9.2,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100323,MVZ:Mamm:100323,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,9 mi SE Patzcuaro,J. Raymond Alcorn 3913,11 Mar 1943,"skin, study; skull",male,167,93,21,17,,,,10.5,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100324,MVZ:Mamm:100324,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,9 mi SE Patzcuaro,J. Raymond Alcorn 3920,12 Mar 1943,"skin, study; skull",male,170,98,21,18,,,,12,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100325,MVZ:Mamm:100325,Reithrodontomys sumichrasti nerterus,J. Raymond Alcorn,Michoacan,,9 mi SE Patzcuaro,J. Raymond Alcorn 3921,12 Mar 1943,"skin, study; skull",male,164,93,20,16,,,,10,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100326,MVZ:Mamm:100326,Reithrodontomys sumichrasti nerterus,Hubert H. Hall,Michoacan,,9 mi SE Patzcuaro,Hubert H. Hall 122,12 Mar 1943,"skin, study; skull",female,162,100,18,16,,,,10,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
128352,MVZ:Mamm:128352,,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2336,20 Aug 1961,skull,female,,,,,,,,,,,,,,,,,,,,,,,,
100327,MVZ:Mamm:100327,Reithrodontomys sumichrasti nerterus,Hubert H. Hall,Michoacan,,9 mi SE Patzcuaro,Hubert H. Hall 123,12 Mar 1943,"skin, study; skull",unknown,178,103,19,17,,,,11.3,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
100328,MVZ:Mamm:100328,Reithrodontomys sumichrasti nerterus,Hubert H. Hall,Michoacan,,9 mi SE Patzcuaro,Hubert H. Hall 124,12 Mar 1943,"skin, study; skull",female,162,91,13,16,,,,8.9,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
91778,MVZ:Mamm:91778,Reithrodontomys sumichrasti nerterus,Edwin Vance Miller,Michoacan,,"Macho de Agua, 10 mi ESE Zitacuaro",Edwin Vance Miller 367,9 May 1940,"skin, study; skull",male,160,93,19,,15,14,,10.5,,not recorded,,,,,,,,,LW,18,Oct,2024,,
91779,MVZ:Mamm:91779,Reithrodontomys sumichrasti nerterus,Edwin Vance Miller,Michoacan,,"Macho de Agua, 10 mi ESE Zitacuaro",Edwin Vance Miller 368,9 May 1940,"skin, study; skull",female,157,87,18,,17,14,,10.8,,no embs,,,0,,,,,,LW,18,Oct,2024,,
109399,MVZ:Mamm:109399,Reithrodontomys sumichrasti sumichrasti,James B. Bowers,Oaxaca,,"La Cumbre, 5 mi NE Cerro San Felipe",James B. Bowers 102,3 Apr 1948,"skin, study; skull",male,173,101,19,15,,,,11.5,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
109400,MVZ:Mamm:109400,Reithrodontomys sumichrasti sumichrasti,James B. Bowers,Oaxaca,,"La Cumbre, 5 mi NE Cerro San Felipe",James B. Bowers 109,4 Apr 1948,"skin, study; skull",male,163,98,18,16,,,,12.1,g,not recorded,,,,,,,,,LW,18,Oct,2024,,
109401,MVZ:Mamm:109401,Reithrodontomys sumichrasti sumichrasti,James B. Bowers,Oaxaca,,"La Cumbre, 5 mi NE Cerro San Felipe",James B. Bowers 110,4 Apr 1948,"skin, study; skull",female,171,102,19,16,,,,12.5,g,no emb,,,0,,,,,,LW,18,Oct,2024,,
123080,MVZ:Mamm:123080,,William Z. Lidicker Jr.,Aguascalientes,,"2 mi E Tepezala, 0.2 mi S, 11.75 mi E Rincon de Romos",William Z. Lidicker Jr. 1553,10 Jul 1958,"skin, study; skull",male,133,69,16.5,13,,,,not recorded,,testes 7mm,7,,,,,,,,LW,25,Sept,2024,,
124527,MVZ:Mamm:124527,,David Stephen Taylor (MVZ),Aguascalientes,,"2 mi SW Los Canos, 16 mi SW Aguascalientes",David Stephen Taylor (MVZ) 284,28 Jul 1959,"skin, study; skull",male,175,101,20,15,,,,15.2,g,testes 10 mm,10,,,,,,,,LW,2,August,2024,,
124541,MVZ:Mamm:124541,,Ned K. Johnson,Aguascalientes,,3 mi E Tepezala,Ned K. Johnson 1239,13 Jul 1959,"skin, study; skull",female,143,73,17,13,,,,10,g,"no embs, 3 pl. scars",,,0,,,,3 pl. scars,,LW,11,Oct,2024,,
124542,MVZ:Mamm:124542,,Ned K. Johnson,Aguascalientes,,3 mi E Tepezala,Ned K. Johnson 1240,13 Jul 1959,"skin, study; skull",male,133,71,16,13,,,,9.2,g,not recorded,,,,,,,,,LW,11,Oct,2024,,
124543,MVZ:Mamm:124543,,William Z. Lidicker Jr.,Aguascalientes,,3 mi E Tepezala,William Z. Lidicker Jr. 2017,13 Jul 1959,"skin, study; skull",female,137,70,18,13,,,,7.4,g,"no emb, not virgin",,,0,,,,,,LW,11,Oct,2024,,
124544,MVZ:Mamm:124544,,William Z. Lidicker Jr.,Aguascalientes,,3 mi E Tepezala,William Z. Lidicker Jr. 2018,13 Jul 1959,"skin, study; skull",male,148,77,18,14,,,,9.3,g,testes 7 mm,7,,,,,,,,LW,11,Oct,2024,,
124545,MVZ:Mamm:124545,,William Z. Lidicker Jr.,Aguascalientes,,3 mi E Tepezala,William Z. Lidicker Jr. 2033,14 Jul 1959,"skin, study; skull",male,150,77,17,14,,,,10.5,g,"testes 9.5 mm, desc.",9.5,,,,,,,,LW,11,Oct,2024,,
124528,MVZ:Mamm:124528,,William Z. Lidicker Jr.,Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",William Z. Lidicker Jr. 2053,17 Jul 1959,"skin, study; skull",male,147,76,17,14,,,,9.5,g,"sv. enlarged, test enlarged",,,,,,,,,LW,11,Oct,2024,,
124529,MVZ:Mamm:124529,,William Z. Lidicker Jr.,Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",William Z. Lidicker Jr. 2054,17 Jul 1959,"skin, study; skull",female,147,77,17,14,,,,9.6,g,"no emb, parous",,,0,,,,,,LW,11,Oct,2024,,
124530,MVZ:Mamm:124530,,David Stephen Taylor (MVZ),Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",David Stephen Taylor (MVZ) 188,17 Jul 1959,"skin, study; skull",male,151,82,22,13,,,,10.6,g,testes 7 mm,7,,,,,,,,LW,11,Oct,2024,,
124531,MVZ:Mamm:124531,,David Stephen Taylor (MVZ),Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",David Stephen Taylor (MVZ) 189,17 Jul 1959,"skin, study; skull",male,150,80,22,13,,,,11.2,,testes 9 mm,9,,,,,,,,LW,11,Oct,2024,,
124532,MVZ:Mamm:124532,,David Stephen Taylor (MVZ),Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",David Stephen Taylor (MVZ) 190,17 Jul 1959,"skin, study; skull",female,152,81,22,14,,,,10.8,,no embs,,,0,,,,,,LW,11,Oct,2024,,
124533,MVZ:Mamm:124533,,William Z. Lidicker Jr.,Aguascalientes,,"3 mi N Cerro del Jaguey, Sierra Fria",William Z. Lidicker Jr. 2071,18 Jul 1959,"skin, study; skull",male,143,72,16.5,13,,,,9.2,,"test. 7 mm, desc.",7,,,,,,,,LW,11,Oct,2024,,
