catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total,tail,hf,ear,Notch,Crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,REVIEW NEEDED
4018,MVZ:Mamm:4018,Peromyscus boylii rowleyi,John Hornung,California,Ventura County,Matilija,John Hornung 133,30 Jun 1906,"skin, study; skull",male,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,ad,,,,,,,,,LW,9,July,2024,
4019,MVZ:Mamm:4019,Peromyscus boylii rowleyi,John Hornung,California,Ventura County,Matilija,John Hornung 135,30 Jun 1906,"skin, study; skull",female,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,ad,,,,,,,,,LW,9,July,2024,
4020,MVZ:Mamm:4020,Peromyscus boylii rowleyi,John Hornung,California,Ventura County,Matilija,John Hornung 142,1 Jul 1906,"skin, study; skull",unknown,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,9,July,2024,
200044,MVZ:Mamm:200044,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 734,30 Nov 2002,skeleton; tissue (frozen),female,190,102,20,,18,,,19,,,,,,,,,,,,,,,
208657,MVZ:Mamm:208657,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 1518,6 Nov 2004,"skin, study; skull; tissue (frozen)",male,208,115,23,20,,,,26,g,t < 1 mm,,,,,,,,,LW,9,July,2024,
208658,MVZ:Mamm:208658,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 1519,6 Nov 2004,"endoparasite (ethanol, 70%); skeleton; tissue (frozen)",female,,,,,,,,,,,,,,,,,,,,,,,
208659,MVZ:Mamm:208659,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 1520,6 Nov 2004,tissue (frozen); whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
208674,MVZ:Mamm:208674,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 1535,7 Nov 2004,"skin, study; skull; tissue (frozen)",female,210,115,21,20,,,,22.5,g,"scars 4R, 1L",,,,,,,,,LW,9,July,2024,
208696,MVZ:Mamm:208696,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,Meadow above Chuchupate Campground,Christopher J. Conroy 1557,8 Nov 2004,"skeleton (postcranial); skin, study; skull; tissue (frozen)",male,207,108,21,19,,,,25,g,t: 2.5 x 6,6,2.5,,,,,,,LW,9,July,2024,
5445,MVZ:Mamm:5445,Peromyscus boylii rowleyi,Joseph Grinnell,California,Ventura County,Mt. Pinos,Joseph Grinnell 555,13 Jul 1904,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
5511,MVZ:Mamm:5511,Peromyscus boylii rowleyi,Joseph Grinnell,California,Ventura County,Mt. Pinos,Joseph Grinnell 423,30 Jun 1904,"skin, study; skull",female,182,96,22,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,9,July,2024,
5522,MVZ:Mamm:5522,Peromyscus boylii rowleyi,Joseph Grinnell,California,Ventura County,Mt. Pinos,Joseph Grinnell 403,28 Jun 1904,"skin, study; skull",male,192,102,22,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,9,July,2024,
6798,MVZ:Mamm:6798,Peromyscus boylii rowleyi,Joseph Grinnell,California,Ventura County,Mt. Pinos,Joseph Grinnell 446,2 Jul 1904,"skin, study; skull",female,200,107,23,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,9,July,2024,
196152,MVZ:Mamm:196152,Peromyscus boylii rowleyi,James L. Patton,California,Ventura County,W side Frazier Mt.,James L. Patton 17914,16 Dec 2000,"skin, study; skull; tissue (ethanol, 95%)",female,190,101,23,21,,,,17.5,g,scars,,,,,,,,,LW,9,July,2024,
200861,MVZ:Mamm:200861,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,"Wheeler Gorge Campground, meadow ledge at SW corner",Christopher J. Conroy 762,6 May 2003,tissue (frozen); whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
200862,MVZ:Mamm:200862,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,"Wheeler Gorge Campground, site 21",Christopher J. Conroy 755,5 May 2003,tissue (frozen); whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
200863,MVZ:Mamm:200863,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,"Wheeler Gorge Campground, site 21",Christopher J. Conroy 756,5 May 2003,tissue (frozen); whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
200864,MVZ:Mamm:200864,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,"Wheeler Gorge Campground, site 21",Christopher J. Conroy 760,6 May 2003,"skeleton (postcranial); skin, study; skull; tissue (frozen)",male,178,94,19,18,,,,19,g,t: 7x4,7,4,,,,,,,LW,9,July,2024,
200865,MVZ:Mamm:200865,Peromyscus boylii rowleyi,Christopher J. Conroy,California,Ventura County,"Wheeler Gorge Campground, site 21",Christopher J. Conroy 761,6 May 2003,"skeleton (postcranial); skin, study; skull; tissue (frozen)",female,210,115,21,20,,,,29.5,g,"scars 1L, 1R faint",,,,,,,,,LW,10,July,2024,
128400,MVZ:Mamm:128400,Peromyscus boylii rowleyi,Peter A. Jordan,Chihuahua,,1 mi S and 0.5 mi E Santa Clara,Peter A. Jordan 114,27 Aug 1961,"skin, study; skull",female,202,100,21,21,,,,22.5,g,not lact. 3 plac. scars,,,,,,,,,LW,10,July,2024,
128401,MVZ:Mamm:128401,Peromyscus boylii rowleyi,Peter A. Jordan,Chihuahua,,1 mi S and 0.5 mi E Santa Clara,Peter A. Jordan 117,27 Aug 1961,"skin, study; skull",male,201,115,22,21,,,,25.6,,test desc 14x9 mm,14,9,,,,,,,LW,10,July,2024,
128402,MVZ:Mamm:128402,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,1 mi S and 0.5 mi E Santa Clara,William Z. Lidicker Jr. 2401,28 Aug 1961,"skin, study; skull",male,200,98,22,20,,,,26.6,g,testis 13 mm desc.,13,,,,,,,,LW,10,July,2024,
137560,MVZ:Mamm:137560,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,"18 mi NE Santa Clara, [Cañon de Alamo]",Carl B. Koford 7092,7 Nov 1968,"skin, study; skull",female,157,[67],21,20,,,,20,g,lact.; 3 scars & 3 3-mm bulges,,,,,,,,,LW,10,July,2024,
76810,MVZ:Mamm:76810,Peromyscus boylii rowleyi,"Seth B. Benson, William B. Richardson",Chihuahua,,2 mi SE Parral,2498,8 Jun 1937,"baculum; skin, study; skull",male,195,105,21,,18,14,,18.5,g,not recorded,,,,,,,,,LW,10,July,2024,
137561,MVZ:Mamm:137561,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,"20 mi NE Santa Clara, [Cañón del Alamo]",Carl B. Koford 3838,1 Nov 1968,"skin, study; skull",male,178,95,20,17,,,,not recorded,,t. 12x7,12,7,,,,,,,LW,10,July,2024,
137562,MVZ:Mamm:137562,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,"20 mi NE Santa Clara, [Cañón del Alamo]",Carl B. Koford 3839,1 Nov 1968,"skin, study; skull",female,178,91,20,17,,,,not recorded,,lact.; ut. sc. 2R 2L,,,,,,,,,LW,10,July,2024,
137563,MVZ:Mamm:137563,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,"20 mi NE Santa Clara, [Cañón del Alamo]",Carl B. Koford 3841,5 Nov 1968,"skin, study; skull",female,184,90,23,20,,,,23,g,lact.; 4 ut. sc.,,,,,,,,,LW,10,July,2024,
140481,MVZ:Mamm:140481,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,22 mi NNE Santa Clara,Carl B. Koford 3918,7 Jul 1969,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
137564,MVZ:Mamm:137564,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,23 mi NE Santa Clara [Arroyo El Mesteño],Carl B. Koford 3851,11 Jul 1968,"skin, study; skull",female,137,94,23,21,,,,24,g,lact.; ut. sc. 2R 3L,,,,,,,,,LW,10,July,2024,
137566,MVZ:Mamm:137566,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,25 mi NE Santa Clara,Carl B. Koford 3832,28 Oct 1968,"skin, study; skull",female,186,92,21,21,,,,28,g,not recorded,,,,,,,,,LW,10,July,2024,
137565,MVZ:Mamm:137565,Peromyscus boylii rowleyi,Carl B. Koford,Chihuahua,,25 mi SW Gallego,Carl B. Koford 3824,24 Oct 1968,"skin, study; skull",female,198,103,19,19,,,,36,g,"5 emb, CR 22",,,5,,,22,,,LW,10,July,2024,
124960,MVZ:Mamm:124960,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1895,29 Jun 1959,"skin, study; skull",male,203,93,21,20,,,,24.6,g,"testes 14 mm, desc.",14,,,,,,,,LW,10,July,2024,
124961,MVZ:Mamm:124961,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1896,29 Jun 1959,"skin, study; skull",female,207,104,21,20,,,,38,g,"6 emb x 9 mm, lact.",,,6,,,9,,,LW,10,July,2024,
124962,MVZ:Mamm:124962,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1904,30 Jun 1959,"skin, study; skull",female,187,81,21,not recorded,,,,22.6,g,5 emb x 4 mm,,,5,,,4,,,LW,10,July,2024,
124963,MVZ:Mamm:124963,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1905,30 Jun 1959,"skin, study; skull",male,188,95,21,19,,,,27.5,g,"testes 14 mm, desc.",,,14,,,,,,LW,10,July,2024,
124964,MVZ:Mamm:124964,Peromyscus boylii rowleyi,George A. Bryan,Chihuahua,,5 mi N Cerro Campana,George A. Bryan 65,4 Jul 1959,"skin, study; skull",male,187,97,21,19,,,,26.4,g,not recorded,,,,,,,,,LW,10,July,2024,
124965,MVZ:Mamm:124965,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1975,7 Jul 1959,"skin, study; skull",male,189,95,21,not recorded,,,,24,g,"testes 15 mm, desc.",15,,,,,,,,LW,10,July,2024,
124966,MVZ:Mamm:124966,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1976,7 Jul 1959,"skin, study; skull",male,187,93,21,19,,,,25.5,g,"testes 15 mm, desc.",15,,,,,,,,LW,10,July,2024,
124967,MVZ:Mamm:124967,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1977,7 Jul 1959,"skin, study; skull",male,154+,54+,21,21,,,,25.6,g,"testes 15 mm, desc.",15,,,,,,,,LW,10,July,2024,
124968,MVZ:Mamm:124968,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1978,7 Jul 1959,"skin, study; skull",female,201,101,21.5,19,,,,32.2,g,4 emb x 23 mm,,,4,,,23,,,LW,10,July,2024,
124969,MVZ:Mamm:124969,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,5 mi N Cerro Campana,William Z. Lidicker Jr. 1979,7 Jul 1959,"skin, study; skull",male,208,107,22,19,,,,31.1,g,"testes 15 mm, desc.",15,,,,,,,,LW,10,July,2024,
124970,MVZ:Mamm:124970,Peromyscus boylii rowleyi,David Stephen Taylor (MVZ),Chihuahua,,5 mi N Cerro Campana,David Stephen Taylor (MVZ) 153,9 Jul 1959,"skin, study; skull",female,209,103,23,21,,,,25.2,g,no embs,,,0,,,,,,LW,10,July,2024,
123095,MVZ:Mamm:123095,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,7 mi WSW Cuauhtemoc,William Z. Lidicker Jr. 1450,22 Jun 1958,"skin, study; skull",female,182,93,22,20.5,,,,not recorded,,"no emb, 2 pr. scar",,,,,,,,,LW,10,July,2024,
123096,MVZ:Mamm:123096,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,7 mi WSW Cuauhtemoc,William Z. Lidicker Jr. 1458,23 Jun 1958,"skin, study; skull",male,176,83,21,18,,,,not recorded,,testes 12 mm,12,,,,,,,,LW,10,July,2024,
123097,MVZ:Mamm:123097,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,7 mi WSW Cuauhtemoc,William Z. Lidicker Jr. 1459,23 Jun 1958,"skin, study; skull",female,205,107,23,23,,,,not recorded,,4 emb x 13 mm,,,4,,,13,,,LW,10,July,2024,
123098,MVZ:Mamm:123098,Peromyscus boylii rowleyi,Naomi I. Lidicker,Chihuahua,,7 mi WSW Cuauhtemoc,Naomi I. Lidicker 42,23 Jun 1958,"skin, study; skull",male,199,105,21,19,,,,not recorded,,test. 12x7 mm,12,7,,,,,,,LW,10,July,2024,
128365,MVZ:Mamm:128365,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2355,22 Aug 1961,"skin, study; skull",male,197,98,22,20,,,,24.9,g,testis 12 mm desc.,12,,,,,,,,LW,10,July,2024,
128375,MVZ:Mamm:128375,Peromyscus boylii rowleyi,Michael J. Pontrelli,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Michael J. Pontrelli 15,17 Aug 1961,"skin, study; skull",male,178,91,20,18,,,,18.1,g,testis 12x7,12,7,,,,,,,LW,10,July,2024,
128377,MVZ:Mamm:128377,Peromyscus boylii rowleyi,Michael J. Pontrelli,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Michael J. Pontrelli 19,18 Aug 1961,"skin, study; skull",male,177,85,21,18,,,,20.4,g,testis 9x5.5,9,5.5,,,,,,,LW,10,July,2024,
128379,MVZ:Mamm:128379,Peromyscus boylii rowleyi,Michael J. Pontrelli,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Michael J. Pontrelli 23,19 Aug 1961,"skin, study; skull",male,191,94,21,19.5,,,,22.4,,testis 13.5x7,13.5,7,,,,,,,LW,10,July,2024,
128382,MVZ:Mamm:128382,Peromyscus boylii rowleyi,Michael J. Pontrelli,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Michael J. Pontrelli 29,20 Aug 1961,"skin, study; skull",female,184,99,20.5,20,,,,22.6,g,no embryos,,,0,,,,,,LW,10,July,2024,
128383,MVZ:Mamm:128383,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2349,21 Aug 1961,"skin, study; skull",male,170+,74+,22,20,,,,23.4,g,testis 13.5 mm,13.5,,,,,,,,LW,10,July,2024,
128384,MVZ:Mamm:128384,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2350,21 Aug 1961,"skin, study; skull",male,202,99,21,18,,,,23.9,g,testis 12 mm,12,,,,,,,,LW,10,July,2024,
128385,MVZ:Mamm:128385,Peromyscus boylii rowleyi,Michael J. Pontrelli,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Michael J. Pontrelli 35,21 Aug 1961,"skin, study; skull",male,189,90,22,18.5,,,,22.4,g,testis 13.5x7.5,13.5,7.5,,,,,,,LW,10,July,2024,
128389,MVZ:Mamm:128389,Peromyscus boylii rowleyi,Peter A. Jordan,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Peter A. Jordan 81,19 Aug 1961,"skin, study; skull",female,210,109,22,19,,,,43.5,g,5 emb 24 mm,,,5,,,24,,,LW,10,July,2024,
128392,MVZ:Mamm:128392,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2315,17 Aug 1961,"skin, study; skull",female,160,72,20,19,,,,17.8,g,"no emb, nulliparous",,,0,,,,,,LW,10,July,2024,
128393,MVZ:Mamm:128393,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2321,18 Aug 1961,"skin, study; skull",female,184,92,22,18,,,,21.8,g,4 emb 4 mm,,,4,,,4,,,LW,10,July,2024,
128394,MVZ:Mamm:128394,Peromyscus boylii rowleyi,Peter A. Jordan,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Peter A. Jordan 83,19 Aug 1961,"skin, study; skull",male,198,101,21,19,,,,27.6,,test desc 14 x 8 mm,14,8,,,,,,,LW,10,July,2024,
128395,MVZ:Mamm:128395,Peromyscus boylii rowleyi,Peter A. Jordan,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",Peter A. Jordan 84,19 Aug 1961,"skin, study; skull",female,205,104,22,22,,,,28.5,,5 emb 8 mm,,,5,,,8,,,LW,10,July,2024,
128398,MVZ:Mamm:128398,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2325,19 Aug 1961,"skin, study; skull",male,190,98,21,18,,,,23.5,g,"testis 15.5x8.5 mm, desc.",15.5,8.5,,,,,,,LW,10,July,2024,
128399,MVZ:Mamm:128399,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Arroyo El Mesteño, Sierra El Nido",William Z. Lidicker Jr. 2326,19 Aug 1961,"skin, study; skull",female,201,98,20.5,19,,,,27.7,g,"no emb, lact, 2 pl. swellings",,,,,,,,,LW,10,July,2024,
124941,MVZ:Mamm:124941,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1794,15 Jun 1959,skull,female,,,,,,,,,,,,,,,,,,,,,,,
124944,MVZ:Mamm:124944,Peromyscus boylii rowleyi,David Stephen Taylor (MVZ),Chihuahua,,"Cañón del Alamo, Sierra El Nido",David Stephen Taylor (MVZ) 49,16 Jun 1959,"skin, study; skull",male,190,98,21,20,,,,27.1,g,testes 21 mm,21,,,,,,,,LW,10,July,2024,
124947,MVZ:Mamm:124947,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1832,20 Jun 1959,"skin, study; skull",male,138+,40+,21.5,18,,,,25.3,g,testes 13 mm,13,,,,,,,,LW,10,July,2024,
124948,MVZ:Mamm:124948,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1833,20 Jun 1959,"skin, study; skull",male,202,101,22,18,,,,23.4,g,testes 14 mm,14,,,,,,,,LW,10,July,2024,
124949,MVZ:Mamm:124949,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1836,20 Jun 1959,"skin, study; skull",male,180+,78+,22,22,,,,24,g,testes 14 mm,14,,,,,,,,LW,10,July,2024,
124950,MVZ:Mamm:124950,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1837,20 Jun 1959,"skin, study; skull",male,139+,42+,21.5,21,,,,19.7,g,testes 12 mm,12,,,,,,,,LW,10,July,2024,
124951,MVZ:Mamm:124951,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1842,21 Jun 1959,"skin, study; skull",male,177+,75+,21.5,19,,,,23.5,g,testes 13 mm,13,,,,,,,,LW,10,July,2024,
124954,MVZ:Mamm:124954,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1859,24 Jun 1959,"skin, study; skull",male,190,92,21.5,19.5,,,,22.3,g,testes 13 mm,13,,,,,,,,LW,10,July,2024,
124955,MVZ:Mamm:124955,Peromyscus boylii rowleyi,"William Z. Lidicker Jr., Alden H. Miller",Chihuahua,,"Cañón del Alamo, Sierra El Nido",1861,24 Jun 1959,"skin, study; skull",male,152,74,21.5,18.5,,,,13.5,g,testes 4 mm,4,,,,,,,,LW,10,July,2024,
124956,MVZ:Mamm:124956,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1862,25 Jun 1959,"skin, study; skull",male,195,98,21.5,19,,,,28.2,g,testes 13 mm,13,,,,,,,,LW,10,July,2024,
124957,MVZ:Mamm:124957,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1872,26 Jun 1959,"skin, study; skull",female,169+,70+,21,20,,,,20.9,g,"no emb, not virgin",,,,,,,,,LW,10,July,2024,
124958,MVZ:Mamm:124958,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1874,26 Jun 1959,"skin, study; skull",female,211,105,21,21,,,,40.6,g,4 emb x 25 mm,,,4,,,25,,,LW,10,July,2024,
124959,MVZ:Mamm:124959,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Chihuahua,,"Cañón del Alamo, Sierra El Nido",William Z. Lidicker Jr. 1877,26 Jun 1959,"skin, study; skull",female,194,98,21,20,,,,20.8,g,"no emb, parous",,,,,,,,,LW,10,July,2024,
76805,MVZ:Mamm:76805,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Canon del Potrero, 7 mi W El Sauz",Seth B. Benson 4419,18 May 1937,"skin, study; skull",male,179,93,21,,19,16,,20,g,not recorded,,,,,,,,,LW,10,July,2024,
76806,MVZ:Mamm:76806,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Canon del Potrero, 7 mi W El Sauz",Seth B. Benson 4420,18 May 1937,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
76807,MVZ:Mamm:76807,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Canon del Potrero, 7 mi W El Sauz",Seth B. Benson 4421,18 May 1937,"baculum; skin, study; skull",male,189,105,22,,20,16,,not recorded,,not recorded,,,,,,,,,LW,10,July,2024,
76808,MVZ:Mamm:76808,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Canon del Potrero, 7 mi W El Sauz",Seth B. Benson 4422,18 May 1937,"baculum; skin, study; skull",male,174,87,21,,20,16,,not recorded,,not recorded,,,,,,,,,LW,10,July,2024,
76809,MVZ:Mamm:76809,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Canon del Potrero, 7 mi W El Sauz",Seth B. Benson 4423,18 May 1937,"skin, study; skull",male,166,83,21,,20,17,,not recorded,,not recorded,,,,,,,,,LW,10,July,2024,
75957,MVZ:Mamm:75957,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Llano de Las Carretas, 27 mi W Cuervo",Seth B. Benson 3893,16 May 1936,"baculum; skin, study; skull",male,195,102,22,,20,16,,22.5,g,not recorded,,,,,,,,,LW,10,July,2024,
75958,MVZ:Mamm:75958,Peromyscus boylii rowleyi,Seth B. Benson,Chihuahua,,"Llano de Las Carretas, 27 mi W Cuervo",Seth B. Benson 3894,16 May 1936,"skin, study; skull",female,207,110,23,,20,16,,21.9,g,not recorded,,,,,,,,,LW,10,July,2024,
109673,MVZ:Mamm:109673,Peromyscus boylii rowleyi,Ward C. Russell,Chihuahua,,"Rio El Gavilán, 7 mi SW Pacheco",Ward C. Russell 10986,13 Aug 1948,"skin, study; skull",female,159,[58],22,18,,,,28.2,,not recorded,,,,,,,,,LW,10,July,2024,
109674,MVZ:Mamm:109674,Peromyscus boylii rowleyi,Ward C. Russell,Chihuahua,,"Rio El Gavilán, 7 mi SW Pacheco",Ward C. Russell 10987,13 Aug 1948,"skin, study; skull",female,110,[17],19,17,,,,23.8,,not recorded,,,,,,,,,LW,10,July,2024,
109675,MVZ:Mamm:109675,Peromyscus boylii rowleyi,Ward C. Russell,Chihuahua,,"Rio El Gavilán, 7 mi SW Pacheco",Ward C. Russell 10988,13 Aug 1948,"skin, study; skull",female,190,90,21,17,,,,29.7,g,not recorded,,,,,,,,,LW,10,July,2024,
109676,MVZ:Mamm:109676,Peromyscus boylii rowleyi,Ward C. Russell,Chihuahua,,"Rio El Gavilán, 7 mi SW Pacheco",Ward C. Russell 10989,13 Aug 1948,"skin, study; skull",female,185,95,20,17,,,,19.3,,not recorded,,,,,,,,,LW,10,July,2024,
76811,MVZ:Mamm:76811,Peromyscus boylii rowleyi,"William B. Richardson, Margarito Delgadillo",Chihuahua,,"Sauceda, 27 mi W Parral",2285,27 May 1937,"skin, study; skull",male,194,98,22,,20,16,,22.8,,not recorded,,,,,,,,,LW,10,July,2024,
76812,MVZ:Mamm:76812,Peromyscus boylii rowleyi,"William B. Richardson, Margarito Delgadillo",Chihuahua,,"Sauceda, 27 mi W Parral",2286,27 May 1937,"skin, study; skull",male,175,87,21,,18,15,,19.2,,not recorded,,,,,,,,,LW,10,July,2024,
76813,MVZ:Mamm:76813,Peromyscus boylii rowleyi,"William B. Richardson, Margarito Delgadillo",Chihuahua,,"Sauceda, 27 mi W Parral",2287,27 May 1937,"skin, study; skull",male,175,91,21,,18,15,,19.1,,not recorded,,,,,,,,,LW,10,July,2024,
76814,MVZ:Mamm:76814,Peromyscus boylii rowleyi,"William B. Richardson, Margarito Delgadillo",Chihuahua,,"Sauceda, 27 mi W Parral",2288,27 May 1937,"skin, study; skull",female,182,90,22,,19,16,,22.2,,no emb,,,,,,,,,LW,10,July,2024,
117000,MVZ:Mamm:117000,Peromyscus boylii rowleyi,Ward C. Russell,Coahuila,,"8 mi SW Piedra Blanca, Sierra del Carmen",Ward C. Russell 11905,5 Apr 1953,"skin, study; skull",male,185,98,21,18,,,,21.2,g,not recorded,,,,,,,,,LW,10,July,2024,
117001,MVZ:Mamm:117001,Peromyscus boylii rowleyi,Ward C. Russell,Coahuila,,"8 mi SW Piedra Blanca, Sierra del Carmen",Ward C. Russell 11906,5 Apr 1953,"skin, study; skull",female,202,110,23,20,,,,22.7,g,not recorded,,,,,,,,,LW,10,July,2024,
117003,MVZ:Mamm:117003,Peromyscus boylii rowleyi,Ward C. Russell,Coahuila,,"8 mi SW Piedra Blanca, Sierra del Carmen",Ward C. Russell 11951,14 Apr 1953,"skin, study; skull",female,219,118,22,20,,,,25.3,,not pregnant,,,,,,,,,LW,10,July,2024,
117004,MVZ:Mamm:117004,Peromyscus boylii rowleyi,Ward C. Russell,Coahuila,,"8 mi SW Piedra Blanca, Sierra del Carmen",Ward C. Russell 11952,14 Apr 1953,"skin, study; skull",male,203,110,23,19,,,,23.4,,not recorded,,,,,,,,,LW,10,July,2024,
